,Timestamp,Device_Type,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Flags,Payload,Activity,Label
17,2024-11-28 13:15:57,smart speaker,172.20.233.168,239.111.131.171,15093,40693,TCP,1153,"SYN,ACK",504,receiving data,1
18,2024-11-17 15:17:21,smart speaker,172.19.80.70,172.248.90.173,11691,26295,UDP,222,,213,sending data,1
19,2024-12-01 22:09:52,smart fridge,172.19.198.104,172.31.15.228,43905,39898,UDP,960,,112,sending data,0
20,2024-11-07 06:20:27,smart led light,74.49.198.248,94.72.250.11,40520,21725,UDP,840,,401,idle,0
21,2024-11-18 03:03:01,smart alarm system,172.18.124.221,172.18.50.78,18644,27302,TCP,316,SYN,114,sending data,1
22,2024-11-12 00:19:24,smart TV,172.18.91.157,233.12.136.183,52042,8080,HTTP,1020,,772,receiving data,0
23,2024-11-05 13:17:45,smart TV,172.19.21.19,125.48.160.147,62772,80,HTTP,301,,178,idle,0
24,2024-11-19 16:38:23,smart plug,72.11.228.196,157.51.102.141,12335,8080,HTTP,126,,117,receiving data,0
25,2024-12-04 09:46:14,smart thermostat,106.181.21.216,42.87.167.12,62065,64456,TCP,854,SYN,139,sending data,0
26,2024-11-12 19:18:44,smart fridge,192.168.65.40,149.160.148.194,15128,443,HTTP,777,,612,idle,1
27,2024-12-04 07:23:57,smart camera,206.174.114.206,10.86.157,26455,65508,TCP,1262,ACK,745,idle,1
28,2024-12-01 14:46:47,smart fridge,91.116.90.91,172.20.153.170,43500,443,HTTP,226,,69,sending data,0
29,2024-11-26 17:15:29,smart TV,126.212.239.119,197.179.112.21,9760,63492,TCP,935,"SYN,ACK",327,receiving data,0
30,2024-11-22 00:04:21,smart led light,172.19.79.106,182.158.243.173,21370,62992,UDP,329,,151,sending data,0
31,2024-11-18 00:49:33,smart thermostat,67.91.240.254,106.220.65.182,15944,27357,UDP,371,,203,sending data,0
32,2024-11-07 03:03:38,smart plug,192.144.153.224,172.20.149.147,28451,37612,UDP,853,,696,sending data,0
33,2024-12-01 20:21:59,smart doorbell,215.106.171.90,54.247.86.45,42865,8928,UDP,960,,61,sending data,0
34,2024-11-06 17:36:43,smart speaker,172.19.10.108,103.112.53.237,16218,80,HTTP,1463,,691,sending data,1
35,2024-11-25 23:50:22,smart plug,204.252.55.166,172.20.205.75,59287,62458,TCP,203,FIN,36,idle,0
36,2024-11-24 14:02:01,smart plug,172.31.58.92,172.17.28.178,60262,29466,UDP,1310,,1305,receiving data,1
37,2024-12-03 00:31:54,smart alarm system,172.17.172.197,63.22.108.129,65409,35400,UDP,907,,540,sending data,1
38,2024-11-10 18:07:07,smart fridge,199.85.200.163,201.196.178.198,20789,80,HTTP,1262,,150,sending data,0
39,2024-11-07 01:53:40,smart led light,200.47.165.199,172.18.22.76,2843,80,HTTP,610,,81,sending data,1
40,2024-11-19 16:23:49,smart speaker,61.210.122.140,172.18.29.121,14099,1485,UDP,177,,112,receiving data,0
41,2024-11-26 23:00:24,smart fridge,172.31.183.60,197.109.28.165,18709,80,HTTP,768,,362,receiving data,1
42,2024-11-20 04:40:03,smart alarm system,35.6.187.228,192.168.8.54,51428,65189,UDP,165,,121,idle,1
43,2024-11-30 10:31:59,smart led light,91.228.227.79,251.87.150.145,7564,49162,TCP,1032,ACK,874,idle,1
44,2024-11-14 07:46:51,smart TV,77.16.58.245,159.143.213.168,14906,18637,TCP,1302,ACK,910,receiving data,0
45,2024-11-09 04:59:03,smart led light,245.113.153.18,172.19.128.161,63176,16233,UDP,1055,,142,idle,1
46,2024-12-01 21:42:08,smart speaker,78.85.92.62,166.48.66.127,12168,443,HTTP,413,,123,receiving data,0
47,2024-11-10 09:07:51,smart TV,192.168.96.235,172.18.190.96,30070,43515,UDP,194,,181,idle,1
48,2024-11-20 12:32:37,smart alarm system,172.19.117.51,48.169.210.65,46108,18335,TCP,1458,RST,129,sending data,1
49,2024-11-14 23:08:52,smart led light,1.225.135.140,11.231.33.45,22489,5520,TCP,437,SYN,9,receiving data,0
50,2024-11-10 07:13:19,smart thermostat,33.63.68.41,145.122.147.174,24895,17527,UDP,1235,,404,receiving data,1
51,2024-12-02 18:13:06,smart thermostat,192.168.169.141,92.158.229.136,39879,443,HTTP,1257,,989,idle,1
52,2024-11-30 15:11:08,smart led light,193.129.239.17,105.36.66.63,19278,57793,UDP,116,,67,sending data,1
53,2024-11-30 16:25:15,smart plug,181.195.99.56,172.20.51.115,8151,443,HTTP,1263,,366,receiving data,0
54,2024-11-12 17:57:12,smart speaker,204.7.80.235,85.29.166.87,17901,443,HTTP,109,,103,idle,0
55,2024-11-05 06:14:41,smart doorbell,192.168.224.239,10.109.197,12149,28814,UDP,502,,448,idle,1
56,2024-11-07 18:37:13,smart speaker,192.168.19.83,172.16.81.131,26756,12603,TCP,1156,FIN,346,receiving data,0
57,2024-11-16 10:52:32,smart alarm system,23.38.187.91,159.109.86.222,40460,42566,UDP,239,,150,idle,1
58,2024-11-11 17:36:46,smart doorbell,172.19.73.116,50.110.187.206,33969,8553,TCP,304,FIN,70,idle,1
59,2024-11-17 05:22:15,smart speaker,171.55.58.23,172.20.159.74,62540,5537,UDP,414,,344,receiving data,1
60,2024-11-06 11:10:13,smart camera,62.167.128.230,29.134.199.40,33861,32145,UDP,832,,444,receiving data,1
61,2024-11-07 17:48:58,smart fridge,182.85.156.166,154.72.47.92,48226,63489,TCP,82,ACK,11,receiving data,0
62,2024-11-21 11:59:11,smart doorbell,172.19.211.117,172.20.253.196,37555,8080,HTTP,1452,,1008,sending data,0
63,2024-12-01 16:38:18,smart alarm system,71.21.194.226,25.96.123.220,23592,443,HTTP,894,,591,sending data,1
64,2024-12-03 05:13:52,smart speaker,172.17.169.154,172.17.120.221,19457,80,HTTP,1177,,190,sending data,1
65,2024-12-02 23:36:14,smart thermostat,10.231.148,24.66.232.33,41282,4452,UDP,764,,81,idle,1
66,2024-11-14 17:17:16,smart led light,57.237.95.27,13.49.146.23,65213,16838,UDP,573,,262,receiving data,0
67,2024-11-16 21:41:19,smart thermostat,192.168.248.147,181.130.148.136,23419,80,HTTP,161,,85,receiving data,0
68,2024-11-27 02:17:58,smart led light,21.137.209.174,142.93.143.213,36646,46695,UDP,505,,280,receiving data,0
69,2024-11-11 07:52:18,smart speaker,172.17.43.152,172.20.16.78,60883,8080,HTTP,1130,,979,sending data,1
70,2024-11-25 04:24:22,smart TV,197.152.52.154,192.168.1.165,60766,20760,UDP,783,,632,receiving data,0
71,2024-12-02 05:35:51,smart doorbell,172.31.234.209,172.18.177.100,32797,4602,UDP,1301,,1091,receiving data,1
72,2024-11-15 01:08:07,smart camera,13.15.128.121,76.214.238.127,59731,40097,TCP,1062,"SYN,ACK",141,receiving data,0
73,2024-12-01 00:51:52,smart camera,135.132.79.24,10.120.185,15292,5203,UDP,298,,9,receiving data,0
74,2024-11-28 18:10:55,smart TV,198.111.187.198,45.247.132.192,64506,2391,TCP,1027,SYN,365,idle,1
75,2024-11-16 13:33:19,smart thermostat,172.19.116.1,9.145.200.177,62557,80,HTTP,541,,144,idle,0
76,2024-12-05 11:45:31,smart plug,194.227.8.57,127.104.20.78,10841,25127,UDP,1321,,532,sending data,0
77,2024-12-03 17:34:28,smart led light,48.37.2.236,172.18.76.64,63538,24943,UDP,950,,577,sending data,1
78,2024-11-04 19:28:21,smart plug,29.223.66.158,70.110.157.231,4322,53223,TCP,776,FIN,17,idle,0
79,2024-11-06 08:58:18,smart alarm system,211.140.172.110,172.31.208.85,13234,443,HTTP,1207,,1140,idle,0
80,2024-11-22 09:40:47,smart fridge,172.31.112.42,193.175.135.78,5739,6974,UDP,844,,379,sending data,1
81,2024-11-26 09:21:41,smart doorbell,10.228.58,94.189.73.195,15930,8080,HTTP,113,,26,idle,1
82,2024-11-15 16:02:54,smart thermostat,14.215.1.246,29.118.91.88,58603,8080,HTTP,888,,228,receiving data,1
83,2024-11-15 20:22:26,smart camera,172.19.1.195,172.17.206.42,34092,443,HTTP,476,,20,idle,1
84,2024-12-02 04:41:31,smart doorbell,218.60.203.213,172.18.70.48,33695,26810,TCP,1205,RST,670,sending data,0
85,2024-11-21 12:47:04,smart speaker,10.165.255,68.104.21.38,50672,6312,TCP,706,RST,131,idle,0
86,2024-11-27 12:58:40,smart thermostat,13.13.68.93,102.154.73.70,43897,80,HTTP,1396,,439,idle,0
87,2024-11-27 13:21:01,smart alarm system,127.5.212.76,208.120.173.217,61280,8080,HTTP,763,,76,sending data,1
88,2024-11-10 01:20:04,smart fridge,172.31.138.52,58.184.55.202,12155,32419,UDP,1420,,1347,sending data,0
89,2024-11-09 16:53:15,smart fridge,86.132.205.19,244.41.105.185,19639,8080,HTTP,887,,670,sending data,1
90,2024-11-28 07:01:33,smart plug,172.20.176.150,218.140.178.102,16244,60827,UDP,1023,,89,sending data,0
91,2024-11-22 03:33:54,smart TV,177.244.189.147,192.168.231.42,9358,443,HTTP,85,,7,sending data,0
92,2024-11-09 10:44:50,smart doorbell,123.57.227.69,172.31.176.8,8027,19955,TCP,1104,FIN,4,sending data,1
93,2024-11-05 06:36:21,smart TV,10.196.5,172.19.31.236,55608,80,HTTP,1249,,167,sending data,1
94,2024-11-16 22:54:21,smart fridge,71.181.91.206,107.123.212.152,10101,8080,HTTP,88,,52,receiving data,0
95,2024-11-25 02:53:53,smart alarm system,10.167.42,83.88.184.227,64696,29601,UDP,931,,368,idle,1
96,2024-11-10 16:15:37,smart camera,172.20.133.240,172.19.72.225,22784,63569,TCP,1116,"SYN,ACK",920,idle,1
97,2024-11-08 14:52:55,smart thermostat,74.20.113.85,172.16.243.70,40337,13073,TCP,696,ACK,6,idle,0
98,2024-12-04 22:45:33,smart TV,192.168.225.38,132.106.69.129,11269,33157,TCP,889,RST,233,receiving data,1
99,2024-11-23 17:13:39,smart TV,161.18.186.122,172.19.76.100,31447,8080,HTTP,378,,312,idle,1
100,2024-11-08 10:41:13,smart fridge,172.31.125.126,43.103.71.218,1043,8080,HTTP,915,,844,receiving data,1
101,2024-11-21 15:37:48,smart thermostat,57.254.167.231,13.119.148.64,53045,18821,TCP,269,SYN,133,sending data,0
102,2024-11-18 20:40:45,smart led light,250.225.20.110,172.18.3.244,47926,8080,HTTP,244,,215,idle,1
103,2024-11-19 22:01:32,smart speaker,119.87.171.76,172.19.153.99,32411,8080,HTTP,1287,,588,idle,0
104,2024-12-01 09:55:23,smart fridge,172.16.187.133,227.68.62.149,14333,38690,TCP,1063,FIN,988,sending data,0
105,2024-11-06 12:12:10,smart doorbell,36.233.69.108,138.108.41.58,48266,36846,UDP,1088,,538,receiving data,0
106,2024-12-01 04:45:24,smart speaker,149.111.250.136,172.19.167.87,38834,52015,UDP,796,,692,idle,1
107,2024-11-11 04:00:39,smart alarm system,69.45.210.211,172.19.249.4,44407,80,HTTP,799,,357,receiving data,0
108,2024-12-02 14:36:40,smart speaker,10.23.246,70.130.87.254,61841,52798,TCP,116,RST,16,idle,0
109,2024-11-06 10:29:32,smart speaker,172.18.38.0,172.31.174.115,44722,443,HTTP,1108,,131,receiving data,0
110,2024-11-22 01:15:13,smart fridge,36.202.46.110,192.168.198.3,37124,80,HTTP,700,,628,idle,1
111,2024-11-15 12:00:02,smart plug,200.37.95.21,131.0.179.10,1515,20968,TCP,455,"SYN,ACK",398,sending data,1
112,2024-11-12 21:12:42,smart alarm system,172.17.9.165,172.18.243.159,43102,31408,UDP,956,,433,idle,1
113,2024-12-01 15:00:54,smart alarm system,70.118.106.96,3.47.106.57,46547,443,HTTP,224,,156,sending data,0
114,2024-11-26 03:24:26,smart plug,36.111.163.200,22.49.88.41,24009,8065,TCP,121,RST,111,sending data,0
115,2024-11-19 20:47:29,smart thermostat,192.168.95.92,172.20.202.22,6311,43284,TCP,324,RST,209,receiving data,1
116,2024-12-03 17:51:50,smart speaker,232.90.123.191,192.168.253.148,50195,80,HTTP,112,,17,receiving data,0
117,2024-11-19 09:57:26,smart led light,172.17.174.74,172.17.3.206,21982,59770,TCP,1418,RST,1272,receiving data,0
118,2024-11-09 11:03:22,smart alarm system,172.16.64.239,10.66.220,19384,8080,HTTP,858,,504,idle,1
119,2024-11-22 02:29:51,smart camera,108.18.34.33,192.175.75.185,44056,61123,TCP,113,FIN,62,idle,1
120,2024-11-09 23:41:55,smart led light,68.159.2.29,172.19.58.233,19295,443,HTTP,1025,,488,receiving data,1
121,2024-12-05 15:16:22,smart fridge,72.124.153.45,179.234.40.222,39499,36214,TCP,1386,RST,94,idle,0
122,2024-11-26 22:31:06,smart alarm system,52.80.238.221,192.168.222.18,42202,80,HTTP,1088,,415,receiving data,0
123,2024-12-02 22:28:30,smart camera,21.39.149.250,75.94.87.132,48843,23773,TCP,551,ACK,91,idle,0
124,2024-11-10 10:45:33,smart doorbell,38.42.222.243,192.168.38.85,23343,49814,TCP,426,FIN,59,receiving data,1
125,2024-11-26 16:48:24,smart fridge,172.31.175.138,172.17.230.38,29283,80,HTTP,1254,,105,sending data,1
126,2024-11-15 15:48:57,smart fridge,79.105.243.31,253.168.38.145,43539,30692,UDP,855,,160,sending data,1
127,2024-11-25 23:56:16,smart doorbell,172.17.14.33,51.137.159.209,27663,64517,TCP,1329,FIN,114,idle,0
128,2024-11-22 09:49:19,smart fridge,192.168.86.110,120.166.57.122,10863,60796,UDP,1329,,1077,sending data,0
129,2024-11-24 03:39:46,smart led light,69.115.238.135,172.31.123.41,57532,40828,UDP,802,,35,sending data,1
130,2024-11-11 09:45:55,smart led light,241.179.63.46,155.239.154.102,53188,47740,TCP,1435,FIN,348,receiving data,0
131,2024-11-27 06:31:16,smart plug,172.20.132.190,162.94.66.49,53386,8080,HTTP,566,,523,idle,0
132,2024-11-12 00:14:21,smart camera,172.17.139.208,197.137.57.177,4764,443,HTTP,1070,,330,idle,1
133,2024-11-26 09:50:39,smart plug,172.17.233.13,82.41.16.8,54863,80,HTTP,945,,214,sending data,0
134,2024-11-25 18:25:30,smart alarm system,35.213.234.113,172.16.11.66,48136,20943,TCP,358,ACK,154,sending data,0
135,2024-11-22 17:01:01,smart led light,172.18.182.248,172.19.154.229,34239,37563,TCP,1247,RST,536,sending data,1
136,2024-11-23 05:57:37,smart fridge,172.18.69.130,164.15.81.24,34996,80,HTTP,210,,12,sending data,0
137,2024-11-12 13:32:03,smart plug,172.16.161.82,172.31.0.105,52392,52046,TCP,89,ACK,17,receiving data,0
138,2024-11-14 04:19:59,smart doorbell,172.31.140.146,253.175.128.113,1247,36420,UDP,666,,353,sending data,1
139,2024-11-05 10:25:15,smart TV,172.18.41.68,148.164.15.95,42008,443,HTTP,1137,,733,idle,1
140,2024-12-01 14:17:57,smart TV,172.20.47.138,172.16.39.82,46693,8080,HTTP,327,,2,receiving data,0
141,2024-11-06 23:55:47,smart plug,172.20.84.118,4.197.98.233,41582,443,HTTP,268,,78,sending data,0
142,2024-11-26 09:45:53,smart fridge,156.133.166.224,199.22.129.21,9323,34599,TCP,1077,"SYN,ACK",741,receiving data,1
143,2024-11-28 06:13:33,smart TV,172.19.16.0,191.238.170.24,24251,8080,HTTP,361,,122,idle,1
144,2024-11-16 23:46:03,smart TV,83.137.124.163,41.227.79.18,59160,32623,UDP,1121,,196,receiving data,1
145,2024-11-21 02:21:52,smart camera,153.27.147.72,50.239.187.59,1441,29441,TCP,1339,RST,1170,idle,0
146,2024-11-05 21:21:31,smart fridge,207.241.140.26,224.41.162.142,17533,17252,TCP,118,ACK,80,idle,1
147,2024-11-10 23:03:14,smart led light,5.210.190.171,172.16.73.180,1416,10784,TCP,1330,"SYN,ACK",441,idle,0
148,2024-11-21 10:21:05,smart thermostat,172.17.202.10,172.16.148.105,54962,8080,HTTP,1157,,852,receiving data,0
149,2024-11-21 21:54:02,smart doorbell,172.19.202.245,172.31.81.83,7261,57301,UDP,819,,111,receiving data,1
150,2024-11-27 00:44:11,smart fridge,172.17.179.250,111.216.25.153,34142,8080,HTTP,1386,,1296,idle,0
151,2024-11-24 23:41:32,smart speaker,172.19.2.225,192.168.102.145,19539,59143,UDP,1303,,1195,sending data,1
152,2024-11-27 13:26:06,smart speaker,165.206.94.7,217.158.24.5,58526,10018,TCP,385,"SYN,ACK",384,receiving data,1
153,2024-12-01 12:34:45,smart thermostat,172.17.218.69,172.19.110.153,61470,26464,UDP,954,,460,sending data,0
154,2024-11-28 15:54:19,smart thermostat,113.209.10.107,29.62.154.173,11657,61888,TCP,502,SYN,268,idle,0
155,2024-11-16 00:03:25,smart camera,248.253.48.191,95.202.90.165,21097,46499,UDP,670,,158,receiving data,1
156,2024-11-18 21:56:52,smart TV,172.17.28.64,135.144.70.74,9021,33306,TCP,1392,ACK,837,idle,1
157,2024-11-12 07:13:22,smart fridge,172.17.130.157,172.19.31.119,26962,80,HTTP,433,,60,receiving data,0
158,2024-11-30 03:14:54,smart TV,172.20.171.254,129.58.97.175,7243,50900,UDP,406,,249,idle,1
159,2024-11-20 18:48:14,smart alarm system,172.17.74.140,96.39.26.200,36991,29358,TCP,1492,RST,478,sending data,1
160,2024-11-29 21:49:15,smart alarm system,192.168.43.100,172.18.108.247,34945,59159,UDP,215,,175,receiving data,1
161,2024-12-03 21:58:49,smart alarm system,145.157.0.56,192.168.151.191,4999,8080,HTTP,978,,95,sending data,1
162,2024-12-05 13:56:33,smart TV,2.37.2.104,196.197.66.39,25804,80,HTTP,1433,,1347,receiving data,1
163,2024-11-24 12:23:02,smart TV,172.20.204.101,172.19.172.109,11272,63255,UDP,767,,386,receiving data,0
164,2024-11-12 14:54:48,smart camera,10.238.122,172.19.117.151,46495,36290,TCP,557,FIN,333,sending data,1
165,2024-11-27 21:20:00,smart thermostat,72.110.46.162,255.6.216.72,33703,443,HTTP,642,,4,receiving data,0
166,2024-11-14 02:49:32,smart led light,10.220.171,221.184.137.233,13899,6300,TCP,985,RST,468,idle,0
167,2024-11-12 06:49:06,smart camera,172.17.146.113,125.110.133.219,41039,53559,TCP,179,SYN,20,receiving data,0
168,2024-11-04 15:56:35,smart camera,172.19.23.1,10.117.122,23195,8080,HTTP,221,,58,receiving data,0
169,2024-11-28 00:26:58,smart TV,192.168.88.67,152.156.203.15,15699,80,HTTP,241,,28,idle,1
170,2024-11-25 00:20:36,smart TV,64.211.235.50,241.211.229.108,54067,62958,TCP,1355,SYN,922,idle,1
171,2024-11-30 06:28:33,smart led light,245.42.224.229,144.77.182.2,58154,443,HTTP,1297,,1227,idle,0
172,2024-11-28 02:08:22,smart doorbell,42.239.143.190,172.18.10.57,8360,8080,HTTP,541,,57,sending data,0
173,2024-11-08 07:39:46,smart led light,206.57.108.212,172.17.112.80,62812,25017,UDP,619,,328,idle,0
174,2024-11-11 07:01:33,smart fridge,172.19.152.27,192.168.201.196,31195,37224,TCP,983,SYN,929,idle,0
175,2024-12-03 03:51:19,smart fridge,172.19.26.121,78.141.33.201,50609,80,HTTP,388,,231,idle,0
176,2024-12-03 17:56:48,smart TV,172.16.37.230,186.158.59.226,8978,42959,UDP,1411,,607,receiving data,0
177,2024-11-09 16:08:06,smart TV,192.168.74.193,118.249.56.21,10773,80,HTTP,1063,,748,receiving data,0
178,2024-11-27 05:42:41,smart led light,15.177.146.187,172.18.18.69,50449,8080,HTTP,504,,270,sending data,0
179,2024-11-06 16:46:42,smart alarm system,115.155.10.124,15.132.84.41,3213,8080,HTTP,1456,,700,idle,1
180,2024-11-15 05:11:57,smart thermostat,172.18.226.177,10.221.53,11325,80,HTTP,762,,326,receiving data,0
181,2024-11-17 05:58:53,smart alarm system,172.31.154.186,172.16.109.89,60813,11485,TCP,190,SYN,73,sending data,1
182,2024-11-11 21:05:15,smart thermostat,192.168.92.21,172.20.165.212,37105,29418,UDP,1320,,1124,sending data,0
183,2024-11-06 09:45:04,smart plug,172.20.39.141,74.184.155.100,60211,80,HTTP,712,,556,sending data,0
184,2024-11-12 01:46:07,smart TV,77.19.174.249,146.186.100.88,42027,443,HTTP,92,,86,sending data,0
185,2024-11-16 19:07:33,smart thermostat,56.59.98.104,172.18.134.247,50580,80,HTTP,601,,5,idle,1
186,2024-12-04 12:53:00,smart camera,192.168.27.8,182.116.106.51,55103,22799,TCP,273,"SYN,ACK",215,sending data,1
187,2024-11-28 20:52:05,smart plug,212.7.34.155,10.124.195,26999,13452,UDP,138,,8,idle,0
188,2024-11-26 22:55:09,smart camera,188.146.21.147,172.19.29.180,22253,26414,TCP,1219,SYN,619,receiving data,0
189,2024-11-12 19:09:51,smart plug,10.146.250,10.192.35,18976,47517,TCP,595,FIN,309,sending data,1
190,2024-11-13 18:23:08,smart TV,172.16.242.60,79.128.206.38,31364,8080,HTTP,1174,,391,receiving data,1
191,2024-11-06 20:13:09,smart thermostat,172.17.251.4,66.229.132.236,40797,3308,TCP,1088,RST,121,receiving data,1
192,2024-11-29 16:09:25,smart speaker,172.17.64.22,172.16.213.196,48558,30349,UDP,451,,262,idle,1
193,2024-11-16 23:21:52,smart TV,172.17.230.146,183.180.97.154,58403,58042,UDP,194,,111,idle,1
194,2024-11-12 07:37:37,smart doorbell,172.16.6.135,172.31.1.212,32777,7558,TCP,166,FIN,97,receiving data,0
195,2024-11-11 04:48:02,smart plug,172.19.208.233,83.244.246.28,42076,8080,HTTP,395,,371,receiving data,1
196,2024-11-23 05:02:05,smart camera,172.18.245.162,172.17.90.160,33876,54503,TCP,293,ACK,268,idle,1
197,2024-12-04 05:31:30,smart speaker,98.163.144.150,2.102.74.239,45676,8080,HTTP,459,,330,sending data,0
198,2024-11-12 18:54:33,smart camera,172.16.186.191,160.240.197.167,20718,53579,UDP,663,,288,idle,0
199,2024-11-11 18:36:43,smart plug,201.21.118.115,164.71.44.1,35955,80,HTTP,105,,70,receiving data,0
200,2024-11-28 07:11:29,smart alarm system,192.168.50.193,157.44.6.198,14429,22124,UDP,1338,,382,receiving data,0
201,2024-11-11 21:03:27,smart thermostat,192.168.184.110,236.251.40.8,54246,10952,TCP,592,ACK,11,idle,0
202,2024-11-27 11:59:19,smart speaker,192.168.136.254,192.168.25.73,46883,35760,UDP,917,,770,sending data,1
203,2024-11-28 07:56:53,smart alarm system,60.220.49.159,172.18.253.109,21585,38967,UDP,88,,12,sending data,1
204,2024-11-26 09:06:27,smart alarm system,122.136.42.198,172.16.100.221,4709,50629,UDP,758,,10,idle,1
205,2024-11-17 13:10:25,smart camera,190.110.74.138,134.68.152.123,64332,8080,HTTP,1247,,929,receiving data,0
206,2024-11-23 21:43:20,smart thermostat,233.74.148.229,144.165.5.249,54354,2521,TCP,829,"SYN,ACK",697,idle,1
207,2024-11-28 11:38:07,smart doorbell,154.235.31.180,6.23.46.129,21587,49874,UDP,405,,23,receiving data,0
208,2024-11-10 08:59:11,smart speaker,172.20.208.139,172.16.151.10,4426,80,HTTP,1475,,242,sending data,0
209,2024-11-08 15:00:51,smart doorbell,14.191.53.55,254.18.241.88,36110,37363,TCP,1210,FIN,268,idle,1
210,2024-12-04 13:32:51,smart camera,172.16.218.105,255.106.153.178,14174,48365,UDP,385,,333,receiving data,1
211,2024-11-25 18:55:01,smart fridge,132.16.191.223,84.243.188.55,20977,443,HTTP,385,,24,receiving data,1
212,2024-12-01 16:30:04,smart fridge,236.208.137.243,205.10.237.131,32671,8080,HTTP,902,,336,idle,0
213,2024-11-08 21:56:36,smart alarm system,172.17.107.44,41.6.71.22,15095,8080,HTTP,207,,24,idle,0
214,2024-12-02 04:28:10,smart TV,235.23.230.74,172.18.183.220,65449,48539,TCP,698,"SYN,ACK",182,sending data,1
215,2024-12-04 08:25:52,smart led light,80.17.0.91,239.11.48.24,24908,54220,TCP,1235,"SYN,ACK",315,receiving data,1
216,2024-11-11 17:41:44,smart fridge,172.31.73.129,172.19.148.113,30016,29606,UDP,705,,67,idle,0
217,2024-11-12 21:13:51,smart plug,62.38.60.192,91.37.127.171,38254,8080,HTTP,680,,491,idle,0
218,2024-11-22 05:03:31,smart speaker,34.240.2.203,179.24.171.35,11448,62382,UDP,1328,,837,receiving data,1
219,2024-12-01 04:53:48,smart thermostat,172.20.48.155,203.161.136.227,14417,30705,TCP,243,ACK,101,sending data,0
220,2024-12-02 12:21:44,smart fridge,172.17.120.33,172.18.109.45,10673,8080,HTTP,847,,502,sending data,0
221,2024-11-29 18:01:04,smart alarm system,172.16.22.98,192.168.105.142,21360,80,HTTP,787,,409,sending data,0
222,2024-11-12 20:32:52,smart plug,32.191.161.103,247.47.28.16,27120,12324,TCP,1250,"SYN,ACK",216,receiving data,0
223,2024-11-15 20:37:43,smart alarm system,146.68.190.240,172.20.237.253,6098,4451,UDP,1422,,1299,idle,1
224,2024-11-23 16:23:53,smart fridge,192.168.184.68,16.147.70.128,61518,8080,HTTP,1308,,744,receiving data,1
225,2024-11-16 14:21:26,smart camera,172.31.63.80,243.17.214.210,14135,64211,TCP,517,RST,467,receiving data,0
226,2024-11-17 17:11:47,smart TV,99.97.96.233,172.19.29.146,50043,443,HTTP,736,,416,receiving data,0
227,2024-11-07 00:20:03,smart alarm system,94.169.40.50,172.17.222.255,38858,443,HTTP,1339,,1069,idle,1
228,2024-11-28 15:55:07,smart fridge,88.52.166.178,172.18.186.83,55621,80,HTTP,1441,,1389,sending data,0
229,2024-11-20 07:20:01,smart camera,10.74.184,235.60.136.251,49481,17803,UDP,855,,278,idle,1
230,2024-11-23 20:00:29,smart plug,172.20.94.241,172.17.134.76,27925,20240,TCP,779,ACK,651,sending data,1
231,2024-11-18 05:45:24,smart led light,153.47.38.98,185.11.89.141,20755,8080,HTTP,669,,496,sending data,1
232,2024-11-19 19:48:39,smart alarm system,172.16.156.109,172.19.35.170,62965,443,HTTP,723,,462,sending data,0
